stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
374,652017,"Harbor Transitway at 37th St/USC",,34.017849,-118.280039,,,,,,2
375,652019,"Figueroa Wy at Adams Bl",,34.028529,-118.274702,,,,,,2
376,662161,"Figueroa St at 23rd St",,34.030952,-118.274052,,,,,,2
377,662163,"Figueroa St at Washington Bl",,34.034622,-118.271744,,,,,,2
378,662167,"Figueroa St at Pico Bl",,34.040833,-118.267778,,,,,,2
379,662173,"Figueroa St at Olympic Bl",,34.045333,-118.263504,,,,,,2
380,662179,"Figueroa St at 7th St",,34.049105,-118.259984,,,,,,2
381,682229,"Olive St at 5th St",,34.049175,-118.252981,,,,,,2
382,682231,"Olive St at General Thaddeus Kosciuszko Wy",,34.052883,-118.249500,,,,,,2
383,023323,"1st St at Hill St",,34.054400,-118.246950,,,,,,2
384,702021,"Spring St at 1st St",,34.053891,-118.243413,,,,,,2
386,762173,"Alameda St at Los Angeles St",,34.056653,-118.237233,,,,,,2
388,764173,"Alameda St at Los Angeles St",,34.056617,-118.237525,,,,,,2
389,025005,"Arcadia St at Los Angeles St",,34.055188,-118.238871,,,,,,2
390,705021,"Spring St at 1st St",,34.054259,-118.243403,,,,,,2
391,025323,"1st St at Hill St",,34.054805,-118.247126,,,,,,2
392,684133,"Grand Av at 3rd St",,34.052571,-118.251854,,,,,,2
394,674169,"Flower St at 7th St",,34.048460,-118.259160,,,,,,2
395,674165,"Flower St at Olympic Bl",,34.044143,-118.263137,,,,,,2
399,674153,"Flower St at Adams Bl",,34.027281,-118.275159,,,,,,2
400,654017,"Harbor Transitway at 37th St & USC",,34.017735,-118.280218,,,,,,2
401,654015,"Harbor Transitway at Slauson Av",,33.988524,-118.280571,,,,,,2
402,654013,"Harbor Transitway at Manchester Bl",,33.959900,-118.280845,,,,,,2
403,654011,"Harbor Transitway at Harbor Freeway Station",,33.928504,-118.280730,,,,,,2
404,654009,"Harbor Transitway at Rosecrans Av",,33.901631,-118.286679,,,,,,2
406,644034,"Vermont Av at Torrance Bl",,33.842239,-118.290212,,,,,,2
407,564055,"Hawthorne Bl at Sepulveda Bl",,33.825164,-118.351569,,,,,,2
408,564049,"Hawthorne Bl at Lomita Bl",,33.815622,-118.351314,,,,,,2
410,007024,"Zamperini Exchange (Bay 2-4)",,33.800226,-118.342507,,,,,,2
411,513037,"Pacific Coast Hwy at Crenshaw Bl",,33.791757,-118.332933,,,,,,2
412,513039,"Pacific Coast Hwy at Airport Dr",,33.789566,-118.329395,,,,,,2
413,513041,"Pacific Coast Hwy at Pennsylvania Av",,33.789431,-118.325592,,,,,,2
415,602057,"Narbonne Av at Pacific Coast Hwy",,33.789873,-118.319882,,,,,,2
416,602059,"Narbonne Av at 255th St",,33.792257,-118.319872,,,,,,2
417,602061,"Narbonne Av at 250th St",,33.798408,-118.319848,,,,,,2
418,602063,"Narbonne Av at Lomita Bl",,33.802622,-118.319836,,,,,,2
419,602065,"Narbonne Av at 242nd St",,33.805680,-118.319822,,,,,,2
420,602067,"Arlington Av at 237th St",,33.809672,-118.319813,,,,,,2
421,602069,"Arlington Av at 235th St",,33.812624,-118.319799,,,,,,2
422,602071,"Arlington Av at 231st St",,33.815502,-118.319782,,,,,,2
423,602073,"Arlington Av at Sepulveda Bl",,33.820332,-118.319581,,,,,,2
424,602075,"Arlington Av at Lincoln Av",,33.823414,-118.318108,,,,,,2
425,602077,"Arlington Av at Plaza Del Amo & Washington Av",,33.824669,-118.317669,,,,,,2
426,602079,"Arlington Av at 220th St",,33.827789,-118.317656,,,,,,2
427,602081,"Arlington Av at Carson St",,33.831220,-118.317695,,,,,,2
428,612025,"Cabrillo Av at Double St",,33.832960,-118.314239,,,,,,2
429,612027,"Cabrillo Av at 213th St",,33.835100,-118.314262,,,,,,2
430,612029,"Van Ness Av & Cabrillo Av at Torrance Bl",,33.836582,-118.315380,,,,,,2
431,612031,"Van Ness Av at Arlington Av",,33.839930,-118.318617,,,,,,2
432,612033,"Van Ness Av at Dominguez St & Central Av",,33.841273,-118.318655,,,,,,2
433,612035,"Van Ness Av at Harpers Way",,33.844137,-118.318730,,,,,,2
435,612039,"Van Ness Av at Prologis Way",,33.850533,-118.317640,,,,,,2
436,612041,"Van Ness Av at 195th St",,33.853930,-118.317604,,,,,,2
437,612043,"Van Ness Av at 190th St",,33.858063,-118.317661,,,,,,2
438,612045,"Van Ness Av at 186th St",,33.862215,-118.317693,,,,,,2
439,612047,"Van Ness Av at 182nd St",,33.865821,-118.317711,,,,,,2
440,612049,"Van Ness Av at 178th St",,33.869126,-118.317694,,,,,,2
441,612051,"Van Ness Av at Artesia Bl",,33.872633,-118.317707,,,,,,2
442,612053,"Van Ness Av at 171st St",,33.875040,-118.317717,,,,,,2
443,612055,"Van Ness Av at 166th St",,33.879991,-118.317713,,,,,,2
444,612057,"Van Ness Av at 164th St",,33.881808,-118.317726,,,,,,2
447,123039,"Manhattan Beach Bl at Crenshaw Bl",,33.887278,-118.326116,,,,,,2
448,123041,"Manhattan Beach Bl at Marigold Av",,33.887276,-118.323089,,,,,,2
449,123043,"Manhattan Beach Bl at Arcturus Av",,33.887292,-118.321222,,,,,,2
477,125043,"Manhattan Beach Bl at Purche Av",,33.887510,-118.320766,,,,,,2
478,125041,"Manhattan Beach Bl at Marigold Av",,33.887505,-118.323685,,,,,,2
481,614057,"Van Ness Av at Redondo Beach Bl",,33.885383,-118.317945,,,,,,2
482,614055,"Van Ness Av at 164th St",,33.882077,-118.317926,,,,,,2
483,614053,"Van Ness Av at 166th St",,33.880286,-118.317923,,,,,,2
484,614051,"Van Ness Av at 171st St",,33.875290,-118.317926,,,,,,2
485,614049,"Van Ness Av at Artesia Bl",,33.873277,-118.317937,,,,,,2
486,614047,"Van Ness Av at 178th St",,33.869328,-118.317917,,,,,,2
487,614045,"Van Ness Av at 182nd St",,33.865953,-118.317923,,,,,,2
488,614043,"Van Ness Av at 186th St",,33.862289,-118.317925,,,,,,2
489,614041,"Van Ness Av at 190th St",,33.858803,-118.317962,,,,,,2
490,614039,"Van Ness Av at 195th St",,33.854422,-118.317872,,,,,,2
491,614037,"Van Ness Av at Prologis Way",,33.850503,-118.317865,,,,,,2
492,614035,"Van Ness Av at Del Amo Bl",,33.847069,-118.317884,,,,,,2
493,614033,"Van Ness Av at Harpers Way",,33.843527,-118.318934,,,,,,2
494,614031,"Van Ness Av at Dominguez St & Central Av",,33.840730,-118.318853,,,,,,2
495,614029,"Van Ness Av at Arlington Av",,33.839796,-118.318815,,,,,,2
496,614027,"Van Ness Av & Cabrillo Av at Torrance Bl",,33.836563,-118.315690,,,,,,2
497,614025,"Cabrillo Av at Sartori Av",,33.833988,-118.314537,,,,,,2
498,604081,"Arlington Av at Carson St",,33.830984,-118.317881,,,,,,2
499,604079,"Arlington Av at 220th St",,33.827945,-118.317852,,,,,,2
500,604077,"Arlington Av at Plaza del Amo & Washington Av",,33.825134,-118.317820,,,,,,2
501,604075,"Arlington Av at Lincoln Av",,33.823286,-118.318404,,,,,,2
502,604073,"Arlington Av at Sepulveda Bl",,33.819841,-118.319990,,,,,,2
503,604071,"Arlington Av at 231st St",,33.815493,-118.320018,,,,,,2
504,604069,"Arlington Av at 235th St",,33.812945,-118.320024,,,,,,2
505,604067,"Arlington Av at 237th St",,33.809954,-118.320030,,,,,,2
506,604065,"Narbonne Av at 241st St",,33.806388,-118.320011,,,,,,2
507,604063,"Narbonne Av at Lomita Bl",,33.802705,-118.320044,,,,,,2
508,604061,"Narbonne Av at 250th St",,33.798383,-118.320065,,,,,,2
509,604059,"Narbonne Av at 255th St",,33.792592,-118.320084,,,,,,2
510,604057,"Narbonne Av at Pacific Coast Hwy",,33.789804,-118.320094,,,,,,2
511,515043,"Pacific Coast Hwy at Cypress St",,33.789574,-118.323517,,,,,,2
512,515041,"Pacific Coast Hwy at Pennsylvania Av",,33.789651,-118.325651,,,,,,2
513,515039,"Pacific Coast Hwy at Airport Dr",,33.789824,-118.329458,,,,,,2
514,572015,"Madrona Av at Torrance Bl",,33.837103,-118.344794,,,,,,2
515,572017,"Madrona Av at Emerald St",,33.841203,-118.344572,,,,,,2
516,572019,"Madrona Av at Spencer St",,33.845475,-118.344594,,,,,,2
517,572021,"Madrona Av & Prairie Av at Del Amo Bl",,33.848308,-118.345028,,,,,,2
518,572023,"Prairie Av at 190th St",,33.858075,-118.343606,,,,,,2
519,173029,"190th St at Refinery Wy",,33.858186,-118.337261,,,,,,2
520,173031,"190th St at Ermanita Av",,33.858203,-118.331950,,,,,,2
521,173033,"190th St at Crenshaw Bl",,33.858178,-118.327567,,,,,,2
522,173035,"190th St at Honeywell",,33.858225,-118.322972,,,,,,2
523,173037,"190th St at Van Ness Av",,33.858225,-118.317442,,,,,,2
524,173039,"190th St at Gramercy Pl",,33.858233,-118.314103,,,,,,2
525,173041,"190th St at I-405",,33.858233,-118.311628,,,,,,2
526,173043,"190th St at Western Av",,33.858222,-118.308900,,,,,,2
527,173045,"190th St at Harborgate Way",,33.858228,-118.303672,,,,,,2
528,173047,"190th St at Normandie Av",,33.858197,-118.299544,,,,,,2
529,173049,"190th St at Pacific Gateway Dr",,33.858206,-118.295472,,,,,,2
530,167002,"Harbor Gateway Transit Center (Bay 2)",,33.869423,-118.287154,,,,,,2
531,163037,"182nd St at Figueroa St",,33.870211,-118.281831,,,,,,2
532,173051,"Victoria St & 190th St at Figueroa St",,33.862803,-118.281264,,,,,,2
533,173053,"Victoria St at Broadway",,33.864183,-118.278161,,,,,,2
534,173055,"Victoria St at Main St",,33.865597,-118.274989,,,,,,2
535,173057,"Victoria St at Wall St",,33.866714,-118.271186,,,,,,2
536,173059,"Victoria St at Avalon Bl",,33.866867,-118.265792,,,,,,2
537,173061,"Victoria St at Rainsbury Av",,33.866989,-118.261672,,,,,,2
538,173063,"Victoria St at Tamcliff Av",,33.867119,-118.257089,,,,,,2
539,742013,"Central Av at Victoria St",,33.867781,-118.248517,,,,,,2
540,742015,"Central Av at Radbard St & Mahalo Pl",,33.870811,-118.248539,,,,,,2
541,742017,"Central Av at Artesia Bl",,33.874192,-118.248575,,,,,,2
543,143015,"Walnut St at Wilmington Av",,33.876056,-118.235708,,,,,,2
544,143017,"401 W. Walnut St",,33.876206,-118.230647,,,,,,2
547,147001,"Artesia Station (Bay 1)",,33.875532,-118.222646,,,,,,2
548,143019,"Walnut St at Acacia Av",,33.876561,-118.225156,,,,,,2
549,145017,"401 W. Walnut St",,33.876406,-118.230667,,,,,,2
552,744019,"Central Av at Walnut St",,33.875248,-118.248863,,,,,,2
553,744017,"Central Av at Albertoni St",,33.872328,-118.248839,,,,,,2
554,744015,"Central Av at Radbard St & Mahalo Pl",,33.870819,-118.248836,,,,,,2
555,744013,"Central Av at Victoria St",,33.867728,-118.248842,,,,,,2
556,175061,"Victoria St at Tamcliff Av",,33.867353,-118.257856,,,,,,2
557,175059,"Victoria St at Rainsbury Av",,33.867247,-118.261483,,,,,,2
558,175057,"Victoria St at Avalon Bl",,33.867092,-118.266642,,,,,,2
559,175055,"Victoria St at Wall St",,33.866947,-118.271494,,,,,,2
560,175053,"Victoria St at Main St",,33.865853,-118.275078,,,,,,2
561,175051,"Victoria St at Broadway",,33.864472,-118.278142,,,,,,2
562,175049,"Victoria St & 190th St at Figueroa St",,33.863128,-118.281164,,,,,,2
563,165037,"182nd St at Figueroa St",,33.870403,-118.282089,,,,,,2
564,167011,"Harbor Gateway Transit Center (Bay 11)",,33.869610,-118.287104,,,,,,2
565,175047,"190th St at Pacific Gateway Dr",,33.858439,-118.295386,,,,,,2
566,175045,"190th St at Normandie Av",,33.858433,-118.299031,,,,,,2
567,175043,"190th St at Harborgate Way",,33.858489,-118.303336,,,,,,2
568,175041,"190th St at Western Av",,33.858478,-118.308517,,,,,,2
569,175039,"190th St at Gramercy Pl",,33.858461,-118.314617,,,,,,2
570,175037,"190th St at Van Ness Av",,33.858497,-118.318867,,,,,,2
571,175035,"190th St at Honeywell",,33.858450,-118.322919,,,,,,2
573,175031,"190th St at Ermanita Av",,33.858442,-118.332639,,,,,,2
574,175029,"190th St at Refinery Wy",,33.858439,-118.337644,,,,,,2
575,574023,"Prairie Av at 190th St",,33.857997,-118.343931,,,,,,2
576,574021,"Madrona Av & Prairie Av at Del Amo Bl",,33.848328,-118.345414,,,,,,2
577,574019,"Madrona Av at Spencer St",,33.845331,-118.344886,,,,,,2
578,574017,"Madrona Av at Emerald St",,33.841486,-118.344897,,,,,,2
579,233003,"CAMINO REAL + PEARL ST",,33.835983,-118.381764,,,,,,2
580,233005,"CAMINO REAL + JUANITA AV",,33.832606,-118.379369,,,,,,2
581,233007,"CAMINO REAL + PROSPECT AV",,33.830025,-118.376581,,,,,,2
582,233009,"CAMINO REAL + KNOB HILL AV",,33.828175,-118.374161,,,,,,2
583,233011,"SEPULVEDA BL + PALOS VERDES BL",,33.826833,-118.368797,,,,,,2
584,233013,"SEPULVEDA BL + ELLINWOOD DR",,33.826586,-118.365692,,,,,,2
585,233015,"SEPULVEDA BL + ANZA AV",,33.826089,-118.359450,,,,,,2
586,233017,"SEPULVEDA BL + OCEAN AV",,33.825678,-118.354711,,,,,,2
587,562057,"Hawthorne Bl at Center Wy",,33.828878,-118.351950,,,,,,2
588,562058,"HAWTHORNE BL + CARSON ST",,33.831245,-118.352355,,,,,,2
589,574011,"MADRONA AV + PLAZA DEL AMO",,33.828989,-118.345125,,,,,,2
590,233021,"SEPULVEDA BL + MADRONA AV",,33.824836,-118.344158,,,,,,2
591,233023,"SEPULVEDA BL + MAPLE AV",,33.823975,-118.339506,,,,,,2
592,233025,"SEPULVEDA BL + HICKORY AV",,33.823031,-118.334836,,,,,,2
593,233027,"SEPULVEDA BL + CRENSHAW BL",,33.821608,-118.327864,,,,,,2
594,233029,"SEPULVEDA BL + PENNSYLVANIA AV",,33.821042,-118.325025,,,,,,2
595,233031,"SEPULVEDA BL + ARLINGTON AV",,33.820083,-118.320269,,,,,,2
596,233033,"SEPULVEDA BL + CABRILLO AV",,33.819094,-118.315325,,,,,,2
597,233035,"SEPULVEDA BL + WESTERN AV",,33.816661,-118.308267,,,,,,2
598,233037,"SEPULVEDA BL + LOCKNESS AV",,33.815378,-118.304772,,,,,,2
599,233039,"SEPULVEDA BL + HALLDALE AV",,33.814206,-118.301594,,,,,,2
600,233041,"SEPULVEDA BL + NORMANDIE AV",,33.813036,-118.298431,,,,,,2
601,233043,"SEPULVEDA BL + DEL AMO WOODS DR",,33.811767,-118.294792,,,,,,2
602,233045,"SEPULVEDA BL + VERMONT AV",,33.810285,-118.291044,,,,,,2
603,233047,"SEPULVEDA BL + FIGUEROA ST",,33.807651,-118.283839,,,,,,2
604,233049,"350 W. SEPULVEDA BL",,33.807730,-118.280982,,,,,,2
605,233051,"SEPULVEDA BL + MAIN ST",,33.807830,-118.275088,,,,,,2
606,233053,"SEPULVEDA BL + DOLORES ST",,33.807910,-118.272031,,,,,,2
607,233055,"SEPULVEDA BL + PANAMA AV",,33.808008,-118.268403,,,,,,2
608,233057,"Sepulveda Bl at Avalon Bl",,33.808174,-118.264945,,,,,,2
609,235057,"SEPULVEDA BL + AVALON BL",,33.808385,-118.264622,,,,,,2
610,235055,"SEPULVEDA BL + PANAMA AV",,33.808241,-118.268791,,,,,,2
611,235053,"SEPULVEDA BL + DOLORES ST",,33.808159,-118.271922,,,,,,2
612,235051,"SEPULVEDA BL + MAIN ST",,33.808058,-118.276231,,,,,,2
613,235049,"321 W. SEPULVEDA BL",,33.808019,-118.279442,,,,,,2
614,235047,"SEPULVEDA BL + FIGUEROA ST",,33.808174,-118.285079,,,,,,2
615,235045,"SEPULVEDA BL + VERMONT AV",,33.810489,-118.290778,,,,,,2
616,235043,"SEPULVEDA BL + DEL AMO WOODS DR",,33.811861,-118.294272,,,,,,2
617,235041,"SEPULVEDA BL + NORMANDIE AV",,33.813144,-118.297917,,,,,,2
618,235039,"SEPULVEDA BL + HALLDALE AV",,33.814542,-118.301742,,,,,,2
619,235037,"SEPULVEDA BL + LOCKNESS AV",,33.815600,-118.304619,,,,,,2
620,235035,"SEPULVEDA BL + WESTERN AV",,33.817058,-118.308597,,,,,,2
621,235033,"SEPULVEDA BL + CABRILLO AV",,33.819525,-118.316214,,,,,,2
622,235031,"SEPULVEDA BL + ARLINGTON AV",,33.820292,-118.320031,,,,,,2
623,235029,"SEPULVEDA BL + VINE AV",,33.821047,-118.323768,,,,,,2
624,235027,"SEPULVEDA BL + CRENSHAW BL",,33.822111,-118.328831,,,,,,2
625,235025,"SEPULVEDA BL + HICKORY AV",,33.823206,-118.334233,,,,,,2
626,235023,"SEPULVEDA BL + MAPLE AV",,33.824267,-118.339494,,,,,,2
627,572009,"MADRONA AV + SEPULVEDA BL",,33.825644,-118.344861,,,,,,2
628,572011,"MADRONA AV + PLAZA DEL AMO",,33.829592,-118.344822,,,,,,2
629,564057,"Hawthorne Bl at Center Wy",,33.828136,-118.352269,,,,,,2
630,235019,"SEPULVEDA BL + HAWTHORNE BL",,33.825761,-118.352197,,,,,,2
631,235017,"SEPULVEDA BL + OCEAN AV",,33.825919,-118.354325,,,,,,2
632,235015,"SEPULVEDA BL + ANZA AV",,33.826403,-118.360592,,,,,,2
633,235013,"SEPULVEDA BL + ELLINWOOD DR",,33.826808,-118.365667,,,,,,2
634,235011,"SEPULVEDA BL + PALOS VERDES BL",,33.827069,-118.368917,,,,,,2
635,235009,"CAMINO REAL + KNOB HILL AV",,33.828383,-118.374081,,,,,,2
636,235007,"CAMINO REAL + PROSPECT AV",,33.829989,-118.376186,,,,,,2
637,235005,"CAMINO REAL + JUANITA AV",,33.832925,-118.379397,,,,,,2
638,235003,"CAMINO REAL + PEARL ST",,33.835658,-118.381561,,,,,,2
639,574001,"Madison St at Pacific Coast Hwy",,33.804080,-118.347895,,,,,,2
640,562045,"Hawthorne Bl at 238th St",,33.809220,-118.350935,,,,,,2
641,562047,"Hawthorne Bl at Skypark Dr",,33.811484,-118.350925,,,,,,2
642,562051,"Hawthorne Bl at 230th St",,33.818661,-118.350908,,,,,,2
643,562053,"Hawthorne Bl at 226th St",,33.822967,-118.350892,,,,,,2
644,562063,"Hawthorne Bl at Torrance Bl",,33.837966,-118.353446,,,,,,2
645,562065,"Hawthorne Bl at Emerald St",,33.841168,-118.353529,,,,,,2
646,562067,"Hawthorne Bl at Garnet St",,33.842997,-118.353536,,,,,,2
647,562069,"Hawthorne Bl at Spencer St",,33.845275,-118.353522,,,,,,2
648,562071,"Hawthorne Bl at Del Amo Bl",,33.848888,-118.353521,,,,,,2
649,562073,"Hawthorne Bl at Halison St",,33.851718,-118.353522,,,,,,2
650,562075,"Hawthorne Bl at Talisman St",,33.855244,-118.353525,,,,,,2
651,562077,"Hawthorne Bl at 190th St",,33.857500,-118.353506,,,,,,2
652,562079,"Hawthorne Bl at 186th St",,33.862101,-118.352386,,,,,,2
653,562081,"Hawthorne Bl at 182nd St",,33.865395,-118.352374,,,,,,2
654,562083,"Hawthorne Bl at 179th St",,33.868390,-118.352379,,,,,,2
655,155023,"Artesia Bl at Inglewood Av",,33.872993,-118.360980,,,,,,2
656,155021,"Artesia Bl at Felton Ln",,33.872986,-118.364027,,,,,,2
657,155019,"Artesia Bl at Mackay Ln",,33.872981,-118.368350,,,,,,2
658,155017,"Artesia Bl at Rindge Ln",,33.872970,-118.373222,,,,,,2
659,155015,"Artesia Bl at Green Ln",,33.872968,-118.376751,,,,,,2
660,532033,"Aviation Bl at Artesia Bl",,33.873343,-118.381143,,,,,,2
661,532035,"Aviation Bl at Ruhland Av",,33.875529,-118.379979,,,,,,2
662,532037,"Aviation Bl at Curtis Av",,33.877376,-118.379914,,,,,,2
663,532039,"Aviation Bl at 2nd St",,33.879949,-118.379845,,,,,,2
664,532041,"Aviation Bl at 6th St & Ernest Av",,33.882658,-118.378500,,,,,,2
665,532043,"Aviation Bl at 9th St & Bataan Rd",,33.884533,-118.378489,,,,,,2
666,532045,"Aviation Bl at Manhattan Beach Bl",,33.887727,-118.378489,,,,,,2
667,532047,"Aviation Bl at Space Park Bl",,33.891479,-118.378504,,,,,,2
668,532049,"Aviation Bl at Marine Av",,33.895044,-118.378522,,,,,,2
669,532051,"Aviation Bl at 33rd St",,33.898451,-118.378550,,,,,,2
670,532053,"Aviation Bl at Rosecrans Av",,33.902254,-118.378527,,,,,,2
671,532055,"Aviation Bl at Alaska Av",,33.908092,-118.378590,,,,,,2
672,532057,"Aviation Bl at Utah Av & 135th St",,33.909224,-118.378586,,,,,,2
673,532059,"Aviation Bl at RR Tracks",,33.911989,-118.378590,,,,,,2
674,085021,"El Segundo Bl at Aviation Bl",,33.916536,-118.379723,,,,,,2
675,085019,"El Segundo Bl at Douglas St",,33.916505,-118.384346,,,,,,2
676,085017,"El Segundo Bl at Nash St",,33.916515,-118.387172,,,,,,2
677,522203,"Nash St at Grand Av",,33.919572,-118.387272,,,,,,2
678,522205,"Nash St at Mariposa Av",,33.923436,-118.387276,,,,,,2
679,522207,"Nash St at Maple Av",,33.926732,-118.387377,,,,,,2
689,524205,"Nash St at Imperial Hwy",,33.930471,-118.387603,,,,,,2
690,524204,"Nash St at Maple Av",,33.927139,-118.387555,,,,,,2
691,524203,"Nash St at Mariposa Av",,33.922360,-118.387522,,,,,,2
692,524201,"Nash St at Grand Av",,33.920053,-118.387510,,,,,,2
693,083017,"El Segundo Bl at Nash St",,33.916208,-118.386924,,,,,,2
694,083019,"El Segundo Bl at Douglas St",,33.916209,-118.382688,,,,,,2
695,083021,"El Segundo Bl at Aviation Bl",,33.916208,-118.378761,,,,,,2
696,534057,"Aviation Bl at RR Tracks",,33.911361,-118.378797,,,,,,2
697,534055,"Aviation Bl at Utah Av & 135th St",,33.908846,-118.378826,,,,,,2
698,534053,"Aviation Bl at Alaska Av",,33.907319,-118.378831,,,,,,2
699,534051,"Aviation Bl at Rosecrans Av",,33.901260,-118.378847,,,,,,2
700,534049,"Aviation Bl at 33rd St",,33.898247,-118.378840,,,,,,2
701,534047,"Aviation Bl at Marine Av",,33.895021,-118.378837,,,,,,2
702,534045,"Aviation Bl at 19th St",,33.891808,-118.378809,,,,,,2
703,534043,"Aviation Bl at Manhattan Beach Bl",,33.886980,-118.378783,,,,,,2
704,534041,"Aviation Bl at 9th St & Bataan Rd",,33.884805,-118.378724,,,,,,2
705,534039,"Aviation Bl at 6th St & Ernest Av",,33.883110,-118.378726,,,,,,2
706,534037,"Aviation Bl at 2nd St",,33.880331,-118.379967,,,,,,2
707,534035,"Aviation Bl at Curtis Av",,33.877670,-118.380154,,,,,,2
708,534033,"Aviation Bl at Ruhland Av",,33.875811,-118.380174,,,,,,2
709,153013,"Artesia Bl at Aviation Bl",,33.872721,-118.381181,,,,,,2
710,153015,"Artesia Bl at Green Ln",,33.872724,-118.376577,,,,,,2
711,153017,"Artesia Bl at Rindge Ln",,33.872716,-118.372459,,,,,,2
712,153019,"Artesia Bl at Mackay Ln",,33.872725,-118.368297,,,,,,2
713,153021,"Artesia Bl at Felton Ln",,33.872736,-118.364466,,,,,,2
714,153023,"Artesia Bl at Inglewood Av",,33.872742,-118.361681,,,,,,2
715,564083,"Hawthorne Bl at Artesia Bl",,33.872113,-118.352829,,,,,,2
716,564081,"Hawthorne Bl at 179th St",,33.868263,-118.352794,,,,,,2
717,564079,"Hawthorne Bl at 182nd St",,33.865741,-118.352795,,,,,,2
718,564077,"Hawthorne Bl at 186th St",,33.861562,-118.352785,,,,,,2
719,564075,"Hawthorne Bl at 190th St",,33.857913,-118.353891,,,,,,2
720,564073,"Hawthorne Bl at Talisman St",,33.854729,-118.353924,,,,,,2
721,564071,"Hawthorne Bl at Halison St",,33.851283,-118.353925,,,,,,2
722,564069,"Hawthorne Bl at Del Amo Bl",,33.847919,-118.353940,,,,,,2
723,564067,"Hawthorne Bl at Spencer St",,33.844697,-118.353924,,,,,,2
724,564065,"Hawthorne Bl at Emerald St",,33.841573,-118.353939,,,,,,2
725,564053,"Hawthorne Bl at 226th St",,33.822892,-118.351286,,,,,,2
726,564051,"Hawthorne Bl at 230th St",,33.818258,-118.351306,,,,,,2
727,253001,"Skypark Dr at Hawthorne Bl",,33.811103,-118.350393,,,,,,2
728,253003,"Skypark Dr at Madison St",,33.810950,-118.348459,,,,,,2
729,574003,"Madison St at 240th St",,33.806746,-118.348968,,,,,,2
730,554013,"ANZA AV + CARSON ST",,33.830078,-118.361364,,,,,,2
731,554011,"ANZA AV + SEPULVEDA BL",,33.826477,-118.359965,,,,,,2
732,554009,"ANZA AV + 226TH ST",,33.823787,-118.359980,,,,,,2
733,245001,"Lomita Bl at Anza Av",,33.820442,-118.359528,,,,,,2
734,243003,"LOMITA BL + KENT AV",,33.819029,-118.357373,,,,,,2
735,243005,"LOMITA BL + OCEAN AV",,33.817315,-118.354080,,,,,,2
736,243007,"LOMITA BL + HAWTHORNE BL",,33.815255,-118.349890,,,,,,2
737,243009,"LOMITA BL + MADISON ST",,33.814369,-118.348078,,,,,,2
738,243011,"LOMITA BL + EARLY AV MEDICAL CENTER DR",,33.812833,-118.344472,,,,,,2
739,243013,"LOMITA BL + ELECTRIC VEHICLE DR",,33.811153,-118.340600,,,,,,2
740,243015,"LOMITA BL + GARNIER ST",,33.809614,-118.336992,,,,,,2
741,243017,"LOMITA BL + CRENSHAW BL (WEST CORNER)",,33.806386,-118.329392,,,,,,2
742,243019,"LOMITA BL + CRENSHAW BL (EAST CORNER)",,33.805531,-118.327450,,,,,,2
743,243021,"LOMITA BL + PENNSYLVANIA AV",,33.804444,-118.324919,,,,,,2
744,243023,"LOMITA BL + NARBONNE AV",,33.802372,-118.320131,,,,,,2
745,243025,"LOMITA BL + ESHELMAN AV",,33.800125,-118.314925,,,,,,2
746,243027,"LOMITA BL + WALNUT ST",,33.798889,-118.312181,,,,,,2
747,243029,"LOMITA BL + WESTERN AV",,33.797708,-118.308003,,,,,,2
748,243030,"LOMITA BL + PRESIDENT AV",,33.797684,-118.303859,,,,,,2
749,243033,"LOMITA BL + NORMANDIE AV",,33.797656,-118.297090,,,,,,2
750,243037,"LOMITA BL + VERMONT AV",,33.797658,-118.291244,,,,,,2
751,243039,"LOMITA BL + FIGUEROA ST",,33.798119,-118.282664,,,,,,2
752,243043,"LOMITA BL + MAIN ST WILMINGTON BL",,33.798494,-118.275650,,,,,,2
753,732020,"AVALON BL + LOMITA BL",,33.799953,-118.263800,,,,,,2
754,245047,"Lomita Bl at Avalon Bl",,33.799257,-118.264385,,,,,,2
755,245037,"Lomita Bl at Main St & Wilmington Bl",,33.798777,-118.274968,,,,,,2
756,245041,"Lomita Bl at Figueroa St",,33.798377,-118.282751,,,,,,2
757,245035,"Lomita Bl at Vermont Av",,33.797900,-118.291450,,,,,,2
758,245033,"1065 Lomita Bl",,33.797911,-118.294658,,,,,,2
759,245031,"Lomita Bl at Normandie Av",,33.797922,-118.297208,,,,,,2
761,245027,"Lomita Bl at Western Av",,33.797931,-118.308036,,,,,,2
762,245025,"Lomita Bl at Walnut St",,33.799133,-118.312186,,,,,,2
763,245023,"Lomita Bl at Eshelman Av",,33.800047,-118.314147,,,,,,2
764,245021,"Lomita Bl at Narbonne Av",,33.802458,-118.319711,,,,,,2
765,245019,"Lomita Bl at Pennsylvania Av",,33.804794,-118.325089,,,,,,2
766,245017,"Lomita Bl at Crenshaw Bl",,33.805769,-118.327347,,,,,,2
767,245015,"Lomita Bl at Garnier St",,33.809953,-118.337200,,,,,,2
768,245013,"Lomita Bl between Telo Av & Electric Vehicle Dr",,33.810950,-118.339519,,,,,,2
769,245011,"Lomita Bl at Early Av & Medical Center Dr",,33.813125,-118.344542,,,,,,2
