OBJECTID,VAR_ROUTE,VAR_IDENT,VAR_DESCR,VAR_DIREC,MetroCategory,MetroBusType,RouteNumber,RouteName,TOOLTIP,NLA_URL
86,35,N10,000035,0,LocalCBD,Metro Local and Limited,35,35 DOWNTOWN LA- WLA VIA WASHINGTON BL & JEFFERSON BL,35 DOWNTOWN LA- WLA VIA WASHINGTON BL & JEFFERSON BL\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
87,35,N7,DOWNTOWN LA- WASHINGTON/FAIRFAX,0,LocalCBD,Metro Local and Limited,35,35 DOWNTOWN LA- WLA VIA WASHINGTON BL & JEFFERSON BL,35 DOWNTOWN LA- WLA VIA WASHINGTON BL & JEFFERSON BL\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
88,35,N8,OWL ROUTE 35,0,LocalCBD,Metro Local and Limited,35,35 DOWNTOWN LA- WLA VIA WASHINGTON BL & JEFFERSON BL,35 DOWNTOWN LA- WLA VIA WASHINGTON BL & JEFFERSON BL\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
89,35,S1,END TO END 35E 38W,1,LocalCBD,Metro Local and Limited,35,35 DOWNTOWN LA- WLA VIA WASHINGTON BL & JEFFERSON BL,35 DOWNTOWN LA- WLA VIA WASHINGTON BL & JEFFERSON BL\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
90,35,S2,MAPLE LOT,1,LocalCBD,Metro Local and Limited,35,35 DOWNTOWN LA- WLA VIA WASHINGTON BL & JEFFERSON BL,35 DOWNTOWN LA- WLA VIA WASHINGTON BL & JEFFERSON BL\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
91,35,S6, 38 MAPLE,1,LocalCBD,Metro Local and Limited,35,35 DOWNTOWN LA- WLA VIA WASHINGTON BL & JEFFERSON BL,35 DOWNTOWN LA- WLA VIA WASHINGTON BL & JEFFERSON BL\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
92,35,S7,10th Ave Loop   Route 38,1,LocalCBD,Metro Local and Limited,35,35 DOWNTOWN LA- WLA VIA WASHINGTON BL & JEFFERSON BL,35 DOWNTOWN LA- WLA VIA WASHINGTON BL & JEFFERSON BL\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
93,35,S8,SPR7TL to JEFVER 38,1,LocalCBD,Metro Local and Limited,35,35 DOWNTOWN LA- WLA VIA WASHINGTON BL & JEFFERSON BL,35 DOWNTOWN LA- WLA VIA WASHINGTON BL & JEFFERSON BL\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
94,40,N1,END TO END,0,LocalCBD,Metro Local and Limited,40,40 DOWNTOWN LA-SBAY GALLERIA VIA KING BL-HAWTHORNE BL,40 DOWNTOWN LA-SBAY GALLERIA VIA KING BL-HAWTHORNE BL\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
95,40,N2,HAWTHORNE-I105 STATION,0,LocalCBD,Metro Local and Limited,40,40 DOWNTOWN LA-SBAY GALLERIA VIA KING BL-HAWTHORNE BL,40 DOWNTOWN LA-SBAY GALLERIA VIA KING BL-HAWTHORNE BL\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
96,40,N3,40 OWL VIA 117 ROUTE,0,LocalCBD,Metro Local and Limited,40,40 DOWNTOWN LA-SBAY GALLERIA VIA KING BL-HAWTHORNE BL,40 DOWNTOWN LA-SBAY GALLERIA VIA KING BL-HAWTHORNE BL\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
97,40,N4,PULL IN from 7THBRO,0,LocalCBD,Metro Local and Limited,40,40 DOWNTOWN LA-SBAY GALLERIA VIA KING BL-HAWTHORNE BL,40 DOWNTOWN LA-SBAY GALLERIA VIA KING BL-HAWTHORNE BL\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
98,40,N8,STOCKER JUMPS  :---)),0,LocalCBD,Metro Local and Limited,40,40 DOWNTOWN LA-SBAY GALLERIA VIA KING BL-HAWTHORNE BL,40 DOWNTOWN LA-SBAY GALLERIA VIA KING BL-HAWTHORNE BL\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
99,40,S1,LINE 40 - END TO END,1,LocalCBD,Metro Local and Limited,40,40 DOWNTOWN LA-SBAY GALLERIA VIA KING BL-HAWTHORNE BL,40 DOWNTOWN LA-SBAY GALLERIA VIA KING BL-HAWTHORNE BL\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
100,40,S3,OWL LINE UP TO BRO7TH,1,LocalCBD,Metro Local and Limited,40,40 DOWNTOWN LA-SBAY GALLERIA VIA KING BL-HAWTHORNE BL,40 DOWNTOWN LA-SBAY GALLERIA VIA KING BL-HAWTHORNE BL\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
101,40,S4,HAWT-I105 STATION,1,LocalCBD,Metro Local and Limited,40,40 DOWNTOWN LA-SBAY GALLERIA VIA KING BL-HAWTHORNE BL,40 DOWNTOWN LA-SBAY GALLERIA VIA KING BL-HAWTHORNE BL\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
102,40,S6,40 OWL VIA 117 ROUTE,1,LocalCBD,Metro Local and Limited,40,40 DOWNTOWN LA-SBAY GALLERIA VIA KING BL-HAWTHORNE BL,40 DOWNTOWN LA-SBAY GALLERIA VIA KING BL-HAWTHORNE BL\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
103,40,S8,NITE CONNECTION 40 - 102,1,LocalCBD,Metro Local and Limited,40,40 DOWNTOWN LA-SBAY GALLERIA VIA KING BL-HAWTHORNE BL,40 DOWNTOWN LA-SBAY GALLERIA VIA KING BL-HAWTHORNE BL\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
104,45,N1,BROADWAY LOCAL,0,LocalCBD,Metro Local and Limited,45,45 LINCOLN HEIGHTS-DTWN LA-HARBR FWY STA VIA BROADWAY,45 LINCOLN HEIGHTS-DTWN LA-HARBR FWY STA VIA BROADWAY\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
105,45,N4,7THBRO,0,LocalCBD,Metro Local and Limited,45,45 LINCOLN HEIGHTS-DTWN LA-HARBR FWY STA VIA BROADWAY,45 LINCOLN HEIGHTS-DTWN LA-HARBR FWY STA VIA BROADWAY\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
106,45,N5,OWL LINE-UP,0,LocalCBD,Metro Local and Limited,45,45 LINCOLN HEIGHTS-DTWN LA-HARBR FWY STA VIA BROADWAY,45 LINCOLN HEIGHTS-DTWN LA-HARBR FWY STA VIA BROADWAY\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
107,45,S1,BROADWAY LOCAL,1,LocalCBD,Metro Local and Limited,45,45 LINCOLN HEIGHTS-DTWN LA-HARBR FWY STA VIA BROADWAY,45 LINCOLN HEIGHTS-DTWN LA-HARBR FWY STA VIA BROADWAY\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
108,45,S4,OWL LINE UP @ SPR7TH,1,LocalCBD,Metro Local and Limited,45,45 LINCOLN HEIGHTS-DTWN LA-HARBR FWY STA VIA BROADWAY,45 LINCOLN HEIGHTS-DTWN LA-HARBR FWY STA VIA BROADWAY\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
109,51,N1,END TO END,0,LocalCBD,Metro Local and Limited,51,51 WESTLAKE/MCARTHUR PK STA-DTWN LA-CSU DH VIA AVALON,51 WESTLAKE/MCARTHUR PK STA-DTWN LA-CSU DH VIA AVALON\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
110,51,N2,OWL LINE UP,0,LocalCBD,Metro Local and Limited,51,51 WESTLAKE/MCARTHUR PK STA-DTWN LA-CSU DH VIA AVALON,51 WESTLAKE/MCARTHUR PK STA-DTWN LA-CSU DH VIA AVALON\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
111,51,N3,From AVLGLO,0,LocalCBD,Metro Local and Limited,51,51 WESTLAKE/MCARTHUR PK STA-DTWN LA-CSU DH VIA AVALON,51 WESTLAKE/MCARTHUR PK STA-DTWN LA-CSU DH VIA AVALON\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
112,51,N7,OWL LINE UP TURNAROUND,0,LocalCBD,Metro Local and Limited,51,51 WESTLAKE/MCARTHUR PK STA-DTWN LA-CSU DH VIA AVALON,51 WESTLAKE/MCARTHUR PK STA-DTWN LA-CSU DH VIA AVALON\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
113,51,NT,BIXEL/6TH,0,LocalCBD,Metro Local and Limited,51,51 WESTLAKE/MCARTHUR PK STA-DTWN LA-CSU DH VIA AVALON,51 WESTLAKE/MCARTHUR PK STA-DTWN LA-CSU DH VIA AVALON\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
114,51,S1,END TO END,1,LocalCBD,Metro Local and Limited,51,51 WESTLAKE/MCARTHUR PK STA-DTWN LA-CSU DH VIA AVALON,51 WESTLAKE/MCARTHUR PK STA-DTWN LA-CSU DH VIA AVALON\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
115,51,S2,OWL LINE UP,1,LocalCBD,Metro Local and Limited,51,51 WESTLAKE/MCARTHUR PK STA-DTWN LA-CSU DH VIA AVALON,51 WESTLAKE/MCARTHUR PK STA-DTWN LA-CSU DH VIA AVALON\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
116,51,S3,7TH/BROADWAY START,1,LocalCBD,Metro Local and Limited,51,51 WESTLAKE/MCARTHUR PK STA-DTWN LA-CSU DH VIA AVALON,51 WESTLAKE/MCARTHUR PK STA-DTWN LA-CSU DH VIA AVALON\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
117,51,S4,SANTEE HIGH & WASSAN,1,LocalCBD,Metro Local and Limited,51,51 WESTLAKE/MCARTHUR PK STA-DTWN LA-CSU DH VIA AVALON,51 WESTLAKE/MCARTHUR PK STA-DTWN LA-CSU DH VIA AVALON\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
118,51,S6,AVLGLO,1,LocalCBD,Metro Local and Limited,51,51 WESTLAKE/MCARTHUR PK STA-DTWN LA-CSU DH VIA AVALON,51 WESTLAKE/MCARTHUR PK STA-DTWN LA-CSU DH VIA AVALON\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
119,51,S8,OWL - LATE NIGHT AT FLORENCE,1,LocalCBD,Metro Local and Limited,51,51 WESTLAKE/MCARTHUR PK STA-DTWN LA-CSU DH VIA AVALON,51 WESTLAKE/MCARTHUR PK STA-DTWN LA-CSU DH VIA AVALON\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
120,51,ST,BIXEL/6TH,1,LocalCBD,Metro Local and Limited,51,51 WESTLAKE/MCARTHUR PK STA-DTWN LA-CSU DH VIA AVALON,51 WESTLAKE/MCARTHUR PK STA-DTWN LA-CSU DH VIA AVALON\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
121,53,N1,END TO END,0,LocalCBD,Metro Local and Limited,53,53 DOWNTOWN LA - CSU DOMIGUEZ HILLS VIA CENTRAL AV,53 DOWNTOWN LA - CSU DOMIGUEZ HILLS VIA CENTRAL AV\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
122,53,N3,BEAUDRY/4TH PULL INS & DH,0,LocalCBD,Metro Local and Limited,53,53 DOWNTOWN LA - CSU DOMIGUEZ HILLS VIA CENTRAL AV,53 DOWNTOWN LA - CSU DOMIGUEZ HILLS VIA CENTRAL AV\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
123,53,N4,6TH & BRWY SHORTLINE,0,LocalCBD,Metro Local and Limited,53,53 DOWNTOWN LA - CSU DOMIGUEZ HILLS VIA CENTRAL AV,53 DOWNTOWN LA - CSU DOMIGUEZ HILLS VIA CENTRAL AV\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
124,53,S1,END TO END,1,LocalCBD,Metro Local and Limited,53,53 DOWNTOWN LA - CSU DOMIGUEZ HILLS VIA CENTRAL AV,53 DOWNTOWN LA - CSU DOMIGUEZ HILLS VIA CENTRAL AV\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
125,53,S2,BROADWAY LINE-UP #1,1,LocalCBD,Metro Local and Limited,53,53 DOWNTOWN LA - CSU DOMIGUEZ HILLS VIA CENTRAL AV,53 DOWNTOWN LA - CSU DOMIGUEZ HILLS VIA CENTRAL AV\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
126,53,S3,6TH/BROADWAY S.L BABY OWL,1,LocalCBD,Metro Local and Limited,53,53 DOWNTOWN LA - CSU DOMIGUEZ HILLS VIA CENTRAL AV,53 DOWNTOWN LA - CSU DOMIGUEZ HILLS VIA CENTRAL AV\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
127,55,N1,END to END,0,LocalCBD,Metro Local and Limited,55,55 DOWNTOWN LA – WILLOWBROOK STA VIA COMPTON AV,55 DOWNTOWN LA – WILLOWBROOK STA VIA COMPTON AV\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
128,55,N3,Downtown Owl Route,0,LocalCBD,Metro Local and Limited,55,55 DOWNTOWN LA – WILLOWBROOK STA VIA COMPTON AV,55 DOWNTOWN LA – WILLOWBROOK STA VIA COMPTON AV\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
129,55,S1,END to END,1,LocalCBD,Metro Local and Limited,55,55 DOWNTOWN LA – WILLOWBROOK STA VIA COMPTON AV,55 DOWNTOWN LA – WILLOWBROOK STA VIA COMPTON AV\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
130,60,N1,END to END,0,LocalCBD,Metro Local and Limited,60,60 DOWNTOWN LA - ARTESIA STATION VIA LONG BEACH BL,60 DOWNTOWN LA - ARTESIA STATION VIA LONG BEACH BL\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
131,60,N3,Lynwood (L.B. Greenline),0,LocalCBD,Metro Local and Limited,60,60 DOWNTOWN LA - ARTESIA STATION VIA LONG BEACH BL,60 DOWNTOWN LA - ARTESIA STATION VIA LONG BEACH BL\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
132,60,N4,Owl from Long Beach 60A,0,LocalCBD,Metro Local and Limited,60,60 DOWNTOWN LA - ARTESIA STATION VIA LONG BEACH BL,60 DOWNTOWN LA - ARTESIA STATION VIA LONG BEACH BL\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
133,60,S1,END to END,1,LocalCBD,Metro Local and Limited,60,60 DOWNTOWN LA - ARTESIA STATION VIA LONG BEACH BL,60 DOWNTOWN LA - ARTESIA STATION VIA LONG BEACH BL\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
134,60,S3,Lynwood (L.B. Greenline),1,LocalCBD,Metro Local and Limited,60,60 DOWNTOWN LA - ARTESIA STATION VIA LONG BEACH BL,60 DOWNTOWN LA - ARTESIA STATION VIA LONG BEACH BL\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
135,60,S4,Owl to Long Beach 60A,1,LocalCBD,Metro Local and Limited,60,60 DOWNTOWN LA - ARTESIA STATION VIA LONG BEACH BL,60 DOWNTOWN LA - ARTESIA STATION VIA LONG BEACH BL\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
136,60,S7,OWL LINE-UP 7TH/BROADWAY,1,LocalCBD,Metro Local and Limited,60,60 DOWNTOWN LA - ARTESIA STATION VIA LONG BEACH BL,60 DOWNTOWN LA - ARTESIA STATION VIA LONG BEACH BL\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
137,62,N1,END TO END,0,LocalCBD,Metro Local and Limited,62,62 DOWNTOWN LA - HAWAIIAN GARDENS VIA TELEGRAPH RD,62 DOWNTOWN LA - HAWAIIAN GARDENS VIA TELEGRAPH RD\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
138,62,N3,END BEAUDRY/4TH,0,LocalCBD,Metro Local and Limited,62,62 DOWNTOWN LA - HAWAIIAN GARDENS VIA TELEGRAPH RD,62 DOWNTOWN LA - HAWAIIAN GARDENS VIA TELEGRAPH RD\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
139,62,N4,LATE NIGHT 5TH&HILL TURNAROUND LOOP,0,LocalCBD,Metro Local and Limited,62,62 DOWNTOWN LA - HAWAIIAN GARDENS VIA TELEGRAPH RD,62 DOWNTOWN LA - HAWAIIAN GARDENS VIA TELEGRAPH RD\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
140,62,S1,END TO END,1,LocalCBD,Metro Local and Limited,62,62 DOWNTOWN LA - HAWAIIAN GARDENS VIA TELEGRAPH RD,62 DOWNTOWN LA - HAWAIIAN GARDENS VIA TELEGRAPH RD\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
141,62,S2,SHORTLINE AT CIVIC CENTER,1,LocalCBD,Metro Local and Limited,62,62 DOWNTOWN LA - HAWAIIAN GARDENS VIA TELEGRAPH RD,62 DOWNTOWN LA - HAWAIIAN GARDENS VIA TELEGRAPH RD\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
142,62,S6,LATE NIGHT 5TH&HILL TURNAROUND,1,LocalCBD,Metro Local and Limited,62,62 DOWNTOWN LA - HAWAIIAN GARDENS VIA TELEGRAPH RD,62 DOWNTOWN LA - HAWAIIAN GARDENS VIA TELEGRAPH RD\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
143,66,E1,66E -  END TO END,2,LocalCBD,Metro Local and Limited,66,66 WILSHIRE CTR-DTWN LA-MONTEBELLO VIA 8TH-OLYMPIC,66 WILSHIRE CTR-DTWN LA-MONTEBELLO VIA 8TH-OLYMPIC\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
144,66,E22,E/B LINE-UP 2012,2,LocalCBD,Metro Local and Limited,66,66 WILSHIRE CTR-DTWN LA-MONTEBELLO VIA 8TH-OLYMPIC,66 WILSHIRE CTR-DTWN LA-MONTEBELLO VIA 8TH-OLYMPIC\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
145,66,E3,SHORTLINE to OLYDOO,2,LocalCBD,Metro Local and Limited,66,66 WILSHIRE CTR-DTWN LA-MONTEBELLO VIA 8TH-OLYMPIC,66 WILSHIRE CTR-DTWN LA-MONTEBELLO VIA 8TH-OLYMPIC\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
146,66,E4,from 8PLWES,2,LocalCBD,Metro Local and Limited,66,66 WILSHIRE CTR-DTWN LA-MONTEBELLO VIA 8TH-OLYMPIC,66 WILSHIRE CTR-DTWN LA-MONTEBELLO VIA 8TH-OLYMPIC\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
147,66,E6,to SHRTLO.,2,LocalCBD,Metro Local and Limited,66,66 WILSHIRE CTR-DTWN LA-MONTEBELLO VIA 8TH-OLYMPIC,66 WILSHIRE CTR-DTWN LA-MONTEBELLO VIA 8TH-OLYMPIC\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
148,66,E7,LATE NIGHT OLYATL,2,LocalCBD,Metro Local and Limited,66,66 WILSHIRE CTR-DTWN LA-MONTEBELLO VIA 8TH-OLYMPIC,66 WILSHIRE CTR-DTWN LA-MONTEBELLO VIA 8TH-OLYMPIC\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
149,66,E8,End at Commerce Ctr,2,LocalCBD,Metro Local and Limited,66,66 WILSHIRE CTR-DTWN LA-MONTEBELLO VIA 8TH-OLYMPIC,66 WILSHIRE CTR-DTWN LA-MONTEBELLO VIA 8TH-OLYMPIC\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
150,66,W1,MAIN ROUTE,3,LocalCBD,Metro Local and Limited,66,66 WILSHIRE CTR-DTWN LA-MONTEBELLO VIA 8TH-OLYMPIC,66 WILSHIRE CTR-DTWN LA-MONTEBELLO VIA 8TH-OLYMPIC\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
151,66,W2,8THBRO LINEUP,3,LocalCBD,Metro Local and Limited,66,66 WILSHIRE CTR-DTWN LA-MONTEBELLO VIA 8TH-OLYMPIC,66 WILSHIRE CTR-DTWN LA-MONTEBELLO VIA 8TH-OLYMPIC\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
152,66,W3,SHORTLINE from OLYDOO,3,LocalCBD,Metro Local and Limited,66,66 WILSHIRE CTR-DTWN LA-MONTEBELLO VIA 8TH-OLYMPIC,66 WILSHIRE CTR-DTWN LA-MONTEBELLO VIA 8TH-OLYMPIC\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
153,66,W4,8TH PL & WESTERN,3,LocalCBD,Metro Local and Limited,66,66 WILSHIRE CTR-DTWN LA-MONTEBELLO VIA 8TH-OLYMPIC,66 WILSHIRE CTR-DTWN LA-MONTEBELLO VIA 8TH-OLYMPIC\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
154,66,W5,BROADWAY&SOTO OWL TO 8PLWES,3,LocalCBD,Metro Local and Limited,66,66 WILSHIRE CTR-DTWN LA-MONTEBELLO VIA 8TH-OLYMPIC,66 WILSHIRE CTR-DTWN LA-MONTEBELLO VIA 8TH-OLYMPIC\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
155,66,W6,SHORT L.O.,3,LocalCBD,Metro Local and Limited,66,66 WILSHIRE CTR-DTWN LA-MONTEBELLO VIA 8TH-OLYMPIC,66 WILSHIRE CTR-DTWN LA-MONTEBELLO VIA 8TH-OLYMPIC\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
156,66,W7,Commerce Ctr,3,LocalCBD,Metro Local and Limited,66,66 WILSHIRE CTR-DTWN LA-MONTEBELLO VIA 8TH-OLYMPIC,66 WILSHIRE CTR-DTWN LA-MONTEBELLO VIA 8TH-OLYMPIC\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
157,70,E1,END TO END,2,LocalCBD,Metro Local and Limited,70,70 DOWNTOWN LA - EL MONTE VIA CESAR CHAVEZ-GARVEY AVS,70 DOWNTOWN LA - EL MONTE VIA CESAR CHAVEZ-GARVEY AVS\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
158,70,E2,OWL LINE-UP,2,LocalCBD,Metro Local and Limited,70,70 DOWNTOWN LA - EL MONTE VIA CESAR CHAVEZ-GARVEY AVS,70 DOWNTOWN LA - EL MONTE VIA CESAR CHAVEZ-GARVEY AVS\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
159,70,E3,OWL - ELMSTA,2,LocalCBD,Metro Local and Limited,70,70 DOWNTOWN LA - EL MONTE VIA CESAR CHAVEZ-GARVEY AVS,70 DOWNTOWN LA - EL MONTE VIA CESAR CHAVEZ-GARVEY AVS\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
160,70,W1,END TO END EAST LOT,3,LocalCBD,Metro Local and Limited,70,70 DOWNTOWN LA - EL MONTE VIA CESAR CHAVEZ-GARVEY AVS,70 DOWNTOWN LA - EL MONTE VIA CESAR CHAVEZ-GARVEY AVS\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
161,70,W2,OWL - ELMSTA,3,LocalCBD,Metro Local and Limited,70,70 DOWNTOWN LA - EL MONTE VIA CESAR CHAVEZ-GARVEY AVS,70 DOWNTOWN LA - EL MONTE VIA CESAR CHAVEZ-GARVEY AVS\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
162,76,E1,END TO END,2,LocalCBD,Metro Local and Limited,76,76 DOWNTOWN LA - EL MONTE VIA VALLEY BL,76 DOWNTOWN LA - EL MONTE VIA VALLEY BL\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
163,76,E2,OWL - ELMSTA,2,LocalCBD,Metro Local and Limited,76,76 DOWNTOWN LA - EL MONTE VIA VALLEY BL,76 DOWNTOWN LA - EL MONTE VIA VALLEY BL\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
164,76,E4,OWL LINE-UP,2,LocalCBD,Metro Local and Limited,76,76 DOWNTOWN LA - EL MONTE VIA VALLEY BL,76 DOWNTOWN LA - EL MONTE VIA VALLEY BL\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
165,76,W1,END TO END,3,LocalCBD,Metro Local and Limited,76,76 DOWNTOWN LA - EL MONTE VIA VALLEY BL,76 DOWNTOWN LA - EL MONTE VIA VALLEY BL\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
166,76,W2,OWL - ELMSTA,3,LocalCBD,Metro Local and Limited,76,76 DOWNTOWN LA - EL MONTE VIA VALLEY BL,76 DOWNTOWN LA - EL MONTE VIA VALLEY BL\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
167,78,E1,End To End -78-,2,LocalCBD,Metro Local and Limited,78,78 DOWNTOWN LA-ARCADIA VIA HUNTINGTON-MAIN-LAS TUNAS,78 DOWNTOWN LA-ARCADIA VIA HUNTINGTON-MAIN-LAS TUNAS\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
