stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding
2057,2057,"Town Center/ Montebello Blvd",,34.037787,-118.0821,,,0,,0
2058,2058,"Montebello/Jefferson",,34.026394,-118.101939,,,0,,0
2059,2059,"San Gabriel/Walnut Grove",,34.041296,-118.082495,,,0,,0
2060,2060,"Montebello/La Merced",,34.022663,-118.10442,,,0,,0
2061,2061,"San Gabriel/E.Village",,34.041932,-118.084042,,,0,,0
2062,2062,"Montebello Mart",,34.019413,-118.105527,,,0,,0
2063,2063,"San Gabriel/Delta",,34.042959,-118.086547,,,0,,0
2064,2064,"Montebello/Beverly",,34.017594,-118.106059,,,0,,0
2065,2065,"San Gabriel/Hill",,34.044832,-118.090335,,,0,,0
2066,2066,"Montebello/Harding",,34.015438,-118.106474,,,0,,0
2067,2067,"San Gabriel/Celito",,34.047716,-118.090309,,,0,,0
2068,2068,"Montebello/Madison",,34.013793,-118.106971,,,0,,0
2069,2069,"San Gabriel/Sierra Bonita",,34.049338,-118.090414,,,0,,0
2070,2070,"Montebello/Cleveland",,34.011464,-118.107604,,,0,,0
2071,2071,"San Gabriel/Rush",,34.051544,-118.090415,,,0,,0
2072,2072,"Montebello/Whittier",,34.010433,-118.108252,,,0,,0
2073,2073,"San Gabriel/Keim",,34.052556,-118.090439,,,0,,0
2075,2075,"San Gabriel/Klingerman",,34.055509,-118.090468,,,0,,0
2077,2077,"San Gabriel/Garvalia",,34.058012,-118.090485,,,0,,0
2080,2080,"Greenwood/Carmelita",,34.001641,-118.115613,,,0,,0
2082,2082,"Greenwood/Beach",,33.999058,-118.117121,,,0,,0
2083,2083,"San Gabriel/Garvey North Bound",,34.063001,-118.090406,,,0,,0
2084,2084,"Greenwood/School",,33.997083,-118.118257,,,0,,0
2085,2085,"San Gabriel/Whitmore",,34.065057,-118.090486,,,0,,0
2086,2086,"Greenwood/Washington",,33.995434,-118.119225,,,0,,0
2087,2087,"San Gabriel/Dorothy",,34.067549,-118.090519,,,0,,0
2088,2088,"Greenwood/Frankel",,33.993244,-118.120558,,,0,,0
2089,2089,"San Gabriel/Hellman",,34.069745,-118.090559,,,0,,0
2090,2090,"Greenwood/Date",,33.991203,-118.121756,,,0,,0
2091,2091,"San Gabriel/Marshall",,34.074713,-118.090644,,,0,,0
2092,2092,"Greenwood/Oakwood",,33.989129,-118.123016,,,0,,0
2093,2093,"San Gabriel/Valley",,34.080537,-118.090655,,,0,,0
2094,2094,"Greenwood/Elm",,33.986785,-118.12439,,,0,,0
2095,2095,"San Gabriel/Scott",,34.082932,-118.09069,,,0,,0
2096,2096,"Greenwood/Union",,33.983138,-118.1267,,,0,,0
2097,2097,"San Gabriel/Chestnut",,34.086433,-118.090723,,,0,,0
2098,2098,"Union/Gage",,33.979303,-118.123092,,,0,,0
2099,2099,"San Gabriel/Central",,34.087869,-118.090724,,,0,,0
3001,3001,"FirestonePL/Garfield",,33.950856,-118.16522,,,0,,0
3002,3002,"Huntington/Story",,34.1089911951,-118.1309596908,,,0,,0
3003,3003,"Garfield/Eastern",,33.953818,-118.163309,,,0,,0
3004,3004,"Huntington/Granada",,34.11098,-118.128429,,,0,,0
3005,3005,"Garfield/Fostoria",,33.955943,-118.16068,,,0,,0
3006,3006,"Huntington/ El Molino",,34.1098278053,-118.1301536736,,,0,,0
3007,3007,"Garfield/Muller",,33.957733,-118.1587,,,0,,0
3009,3009,"Garfield/Park Lane",,33.960037,-118.156095,,,0,,0
3010,3010,"Garfield/Pine",,34.104293,-118.13365,,,0,,0
30100,30100,"Garfield/Elm",,33.991564,-118.134837,,,0,,0
30101,30101,"Garfield/Park",,34.088977,-118.122984,,,0,,0
30102,30102,"Garfield/Telegraph",,33.98824,-118.136921,,,0,,0
30103,30103,"Garfield/Beacon",,34.091447,-118.124147,,,0,,0
30104,30104,"Garfield/Bandini",,33.986379,-118.138978,,,0,,0
30105,30105,"Garfield/Commonwealth",,34.092493,-118.124849,,,0,,0
30106,30106,"Garfield/Slauson",,33.982593,-118.141535,,,0,,0
30108,30108,"Garfield/Slauson-RR",,33.979203,-118.143679,,,0,,0
30109,30109,"Garfield/Main",,34.095384,-118.126904,,,0,,0
3011,3011,"Garfield/Clara",,33.962037,-118.153583,,,0,,0
30110,30110,"Garfield/Randolph",,33.977113,-118.144995,,,0,,0
30111,30111,"Garfield/Woodward",,34.09802,-118.128735,,,0,,0
30112,30112,"Garfield/Gage",,33.973553,-118.147238,,,0,,0
30113,30113,"Garfield/Grand",,34.099317,-118.129659,,,0,,0
30114,30114,"Garfield/Loveland",,33.970339,-118.149034,,,0,,0
30115,30115,"Garfield/Alhambra",,34.10104,-118.130901,,,0,,0
30116,30116,"Garfield/Florence",,33.965754,-118.151535,,,0,,0
30117,30117,"Garfield/McLean",,34.102381,-118.131882,,,0,,0
30118,30118,"Garfield/Clara",,33.962213,-118.153935,,,0,,0
30119,30119,"Garfield/Pine",,34.104522,-118.133592,,,0,,0
3012,3012,"Garfield/McLean",,34.10209,-118.131771,,,0,,0
30120,30120,"Garfield/Ira",,33.960009,-118.156423,,,0,,0
30121,30121,"Garfield/Atlantic",,34.105533,-118.134427,,,0,,0
