stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
00560,,"Amar Rd and Braes River Dr E",,  34.034661,-117.879042,,,0,
00561,,"Amar Rd and Braes River Dr W",,  34.034799,-117.879339,,,0,
00563,,"Amar Rd and Countryside Dr W",,  34.036673,-117.869395,,,0,
00565,,"Amar Rd and California Ave E",,  34.041878,-117.958629,,,0,
00566,,"Amar Rd and Countryside Dr W",,  34.036478,-117.869329,,,0,
00567,,"Amar Rd and Creekside Dr E",,  34.033005,-117.885263,,,0,
00568,,"Amar Rd and Creekside Dr W",,  34.033098,-117.885527,,,0,
00569,,"Amar Rd and Del Valle Ave E",,  34.036607,-117.943554,,,0,
00570,,"Amar Rd and Del Valle Ave W",,  34.036843,-117.943580,,,0,
00571,,"Amar Rd and Echelon Ave E",,  34.036075,-117.934276,,,0,
00572,,"Amar Rd and Echelon Ave W",,  34.036292,-117.934900,,,0,
00576,,"Temple Ave and Mt. SAC Way W",,  34.043869,-117.845314,,,0,
00577,,"Amar Rd and Greycliff Ave E",,  34.036200,-117.937445,,,0,
00578,,"Amar Rd and Greycliff Ave W",,  34.036492,-117.938349,,,0,
00579,,"Amar Rd and Hacienda Blvd E",,  34.037005,-117.949551,,,0,
00580,,"Amar Rd and Hacienda Blvd W",,  34.037311,-117.950459,,,0,
00581,,"Amar Rd and Heidleburg Ave E",,  34.039646,-117.854936,,,0,
00582,,"Amar Rd and Heidleburg Ave W",,  34.039817,-117.855087,,,0,
00583,,"Amar Rd and Indian Summer Ave E",,  34.035855,-117.929926,,,0,
00584,,"Amar Rd and Indian Summer Ave W",,  34.036072,-117.929929,,,0,
00587,,"Amar Rd and Meadow Pass Dr  E",,  34.037918,-117.859319,,,0,
00591,,"Amar Rd and Nogales Ave E",,  34.027597,-117.895138,,,0,
00593,,"Amar Rd and Orange Ave E",,  34.048550,-117.967717,,,0,
00594,,"Amar Rd and Orange Ave W",,  34.049116,-117.968080,,,0,
00595,,"Amar Rd and Puente Ave E",,  34.054548,-117.978365,,,0,
00596,,"Amar Rd and Puente Ave W",,  34.054438,-117.977764,,,0,
00598,,"Amar Rd and Shadow Oak Dr E",,  34.026235,-117.902602,,,0,
00599,,"Amar Rd and Shadow Oak Dr W",,  34.026483,-117.903436,,,0,
00600,,"Amar Rd and Sunkist Ave W",,  34.050499,-117.969961,,,0,
00601,,"Amar Rd and Sunset Ave E",,  34.044982,-117.962843,,,0,
00602,,"Amar Rd and Sunset Ave W",,  34.045152,-117.962681,,,0,
00603,,"Amar Rd and Temple Ave E",,  34.029212,-117.910298,,,0,
00604,,"Amar Rd and Temple Ave W",,  34.029547,-117.910347,,,0,
00605,,"Amar Rd and Tonopah Ave E",,  34.046829,-117.965364,,,0,
00606,,"Amar Rd and Tonopah Ave W",,  34.047310,-117.965615,,,0,
00607,,"Amar Rd and Unruh Ave E",,  34.038422,-117.953934,,,0,
00608,,"Amar Rd and Unruh Ave W",,  34.038705,-117.953930,,,0,
00609,,"Amar Rd and Valinda Ave E",,  34.035595,-117.925920,,,0,
00610,,"Amar Rd and Valinda Ave W",,  34.035806,-117.925857,,,0,
00611,,"Amar Rd and Vineland Ave E",,  34.057830,-117.983227,,,0,
00612,,"Amar Rd and Vineland Ave W",,  34.057786,-117.982762,,,0,
00614,,"Amar Rd and Westport St E",,  34.027115,-117.906340,,,0,
00615,,"Amar Rd and Westport St W",,  34.027701,-117.906834,,,0,
00616,,"Amar Rd and Willow Ave E",,  34.052338,-117.972849,,,0,
00617,,"Amar Rd and Willow Ave W",,  34.052274,-117.972377,,,0,
00618,,"Arcadia St and Los Angeles St W",,  34.055250,-118.239047,,,0,
00624,,"Arrow Hwy and Ayon Ave E",,  34.106882,-117.930435,,,0,
00625,,"Arrow Hwy and Morada St W",,  34.107070,-117.928682,,,0,
00626,,"Arrow Hwy and Azusa Ave E",,  34.106713,-117.906749,,,0,
00627,,"Arrow Hwy and Azusa Ave W",,  34.106867,-117.908183,,,0,
00628,,"Arrow Hwy and Azusa Canyon Rd E",,  34.106982,-117.942638,,,0,
00629,,"Arrow Hwy and Santa Fe Dam W",,  34.107172,-117.942800,,,0,
00630,,"Arrow Hwy and Barranca Ave E",,  34.106476,-117.881062,,,0,
00631,,"Arrow Hwy and Barranca Ave W",,  34.106704,-117.881197,,,0,
00635,,"Arrow Hwy and Bonnie Cove Ave E",,  34.106569,-117.855698,,,0,
00636,,"Arrow Hwy and Bonnie Cove Ave W",,  34.106780,-117.855566,,,0,
00638,,"Arrow Hwy and Cambridge Ave W",,  34.090587,-117.727585,,,0,
00639,,"Arrow Hwy and Cerritos Ave W",,  34.106885,-117.898610,,,0,
00641,,"Arrow Hwy and Citrus Ave E",,  34.106718,-117.890685,,,0,
00642,,"Arrow Hwy and Citrus Ave W",,  34.106898,-117.890122,,,0,
00645,,"Arrow Hwy and Clydebank Ave E",,  34.106948,-117.920597,,,0,
00646,,"Arrow Hwy and Clydebank Ave W",,  34.107140,-117.920072,,,0,
00649,,"Arrow Hwy and Enid St E",,  34.106968,-117.914334,,,0,
00650,,"Arrow Hwy and Enid St W",,  34.107125,-117.914046,,,0,
00653,,"Arrow Hwy and Fair Ave E",,  34.091383,-117.760226,,,0,
00654,,"Arrow Hwy and Fair Ave W",,  34.091653,-117.760226,,,0,
00655,,"Arrow Hwy and Fairvalley Ave  E",,  34.106667,-117.885238,,,0,
00656,,"Arrow Hwy and Fairvalley Ave  W",,  34.106851,-117.885587,,,0,
00663,,"Arrow Hwy and Garey Ave E",,  34.089918,-117.748833,,,0,
00664,,"Arrow Hwy and Garey Ave W",,  34.090105,-117.748878,,,0,
00665,,"Arrow Hwy and Gayhurst Ave E",,  34.106927,-117.948637,,,0,
00666,,"Arrow Hwy and Gayhurst Ave W",,  34.107106,-117.949307,,,0,
00667,,"Arrow Hwy and Glendora Ave E",,  34.106590,-117.864059,,,0,
00669,,"Arrow Hwy and Glendora Ave W",,  34.106768,-117.864194,,,0,
00670,,"Arrow Hwy and Grand Ave E",,  34.106041,-117.872910,,,0,
00671,,"Arrow Hwy and Grand Ave W",,  34.106261,-117.873085,,,0,
00674,,"Arrow Hwy and Heintz St E",,  34.106890,-117.952515,,,0,
00675,,"Arrow Hwy and Heintz St W",,  34.107066,-117.953189,,,0,
00676,,"Arrow Hwy and Hollenbeck Ave E",,  34.106695,-117.898511,,,0,
00677,,"Arrow Hwy and Indian Hill Blvd W",,  34.090574,-117.719759,,,0,
00678,,"Arrow Hwy and Irwindale Ave E",,  34.106895,-117.933742,,,0,
00679,,"Arrow Hwy and Irwindale Ave W",,  34.107096,-117.933923,,,0,
00680,,"Arrow Hwy and Lark Ellen Ave E",,  34.107003,-117.916283,,,0,
00681,,"Arrow Hwy and Lark Ellen Ave W",,  34.107187,-117.916355,,,0,
00682,,"Arrow Hwy and Lone Hill Ave E",,  34.106588,-117.828481,,,0,
00683,,"Arrow Hwy and Lone Hill Ave W",,  34.106814,-117.828461,,,0,
00685,,"Arrow Hwy and Lyman Ave N",,  34.106570,-117.849964,,,0,
00686,,"Arrow Hwy and Lyman Ave S",,  34.106804,-117.852167,,,0,
00688,,"Arrow Hwy and Maimone Ave E",,  34.106590,-117.823883,,,0,
00689,,"Arrow Hwy and Maimone Ave W",,  34.106763,-117.824015,,,0,
00690,,"Arrow Hwy and Maine Ave E",,  34.106802,-117.960083,,,0,
00691,,"Arrow Hwy and Maine Ave W",,  34.107011,-117.959360,,,0,
00692,,"Arrow Hwy and Mariposa St E",,  34.089898,-117.752558,,,0,
00693,,"Arrow Hwy and Mariposa St W",,  34.090086,-117.753258,,,0,
00695,,"Arrow Hwy and Monte Vista Ave E",,  34.092345,-117.698549,,,0,
00697,,"Arrow Hwy and Orange Grove Ave W",,  34.090115,-117.742226,,,0,
00698,,"Arrow Hwy and Rennell Ave E",,  34.106589,-117.833033,,,0,
00704,,"Arrow Hwy and Towne Ave E",,  34.090022,-117.737101,,,0,
00705,,"Arrow Hwy and Towne Ave W",,  34.090157,-117.737302,,,0,
00707,,"Arrow Hwy and Valley Center Ave E",,  34.106596,-117.837989,,,0,
00708,,"Arrow Hwy and Valley Center Ave W",,  34.106766,-117.837417,,,0,
00709,,"Arrow Hwy and Vincent Ave E",,  34.106866,-117.925652,,,0,
00710,,"Arrow Hwy and Vincent Ave W",,  34.107080,-117.925153,,,0,
00711,,"Arrow Hwy and White Ave E",,  34.093751,-117.763919,,,0,
00725,,"Avenida Rancheros and Golden Springs Dr N",,  34.037594,-117.794441,,,0,
00728,,"Avenida Rancheros and Santa Clara Dr N",,  34.036955,-117.787468,,,0,
00729,,"Avenida Rancheros and Los Felis Dr S",,  34.037091,-117.787530,,,0,
00733,,"Azusa and 1st St N",,  34.122021,-117.907506,,,0,
00734,,"Azusa and 3rd St N",,  34.126088,-117.907518,,,0,
00736,,"Azusa and 5th St N",,  34.129754,-117.907480,,,0,
00737,,"Azusa Ave and 9th St N",,  34.137558,-117.907422,,,0,
00738,,"Azusa Ave and Amar Rd N",,  34.031554,-117.914520,,,0,
00739,,"Azusa Ave and Amar Rd S",,  34.031158,-117.915065,,,0,
00740,,"Azusa Ave and Aroma Dr N",,  34.047662,-117.908000,,,0,
00741,,"Azusa Ave and Arrow Hwy S",,  34.106397,-117.907817,,,0,
00743,,"Azusa Ave and Badillo St S",,  34.086769,-117.907928,,,0,
00744,,"Azusa Ave and Cameron Ave N",,  34.061412,-117.907774,,,0,
00745,,"Azusa Ave and Cameron Ave S",,  34.060827,-117.908006,,,0,
00746,,"Azusa Ave and Cortez St N",,  34.065078,-117.907701,,,0,
00747,,"Azusa Ave and Cortez St S",,  34.064982,-117.907938,,,0,
00748,,"Azusa Ave and Covina Blvd S",,  34.099159,-117.907874,,,0,
00749,,"Azusa and Covina N",,  34.099667,-117.907609,,,0,
00750,,"Azusa and Cypress N",,  34.095529,-117.907627,,,0,
00751,,"Azusa Ave and Cypress St S",,  34.095422,-117.907898,,,0,
00754,,"Azusa Ave and Fairgrove Ave N",,  34.042886,-117.911085,,,0,
00755,,"Azusa Ave and Fairgrove Ave S",,  34.042968,-117.911405,,,0,
00757,,"Azusa Ave and Francisquito Ave N",,  34.050410,-117.907918,,,0,
00758,,"Azusa Ave and Francisquito Ave S",,  34.049929,-117.908156,,,0,
00759,,"Azusa Ave and Gale Ave N",,  34.000458,-117.930616,,,0,
00760,,"Azusa Ave and Gale Ave S",,  34.000557,-117.930929,,,0,
00761,,"Azusa Ave and Gemini St N",,  34.018952,-117.919816,,,0,
00762,,"Azusa Ave and Gemini St S",,  34.018851,-117.920136,,,0,
00763,,"Azusa Ave and Gladstone St N",,  34.114556,-117.907540,,,0,
00764,,"Azusa Ave and Gladstone St S",,  34.114457,-117.907811,,,0,
00765,,"Azusa Ave and Grenoble Ave S",,  34.047566,-117.908238,,,0,
00766,,"Azusa and Grondahl N",,  34.102457,-117.907587,,,0,
00767,,"Azusa Ave and Grondahl St S",,  34.102174,-117.907851,,,0,
00768,,"Azusa Ave and Hurley St N",,  34.011580,-117.923420,,,0,
00769,,"Azusa Ave and Hurley St S",,  34.011516,-117.923849,,,0,
00770,,"Azusa Ave and Main St S",,  34.013077,-117.923214,,,0,
00771,,"Azusa Ave and Merced Ave N",,  34.054127,-117.907858,,,0,
00772,,"Azusa Ave and Merced Ave S",,  34.053663,-117.908131,,,0,
00773,,"Azusa Ave and Newburgh St N",,  34.110022,-117.907542,,,0,
00774,,"Azusa Ave and Newburgh St S",,  34.110046,-117.907813,,,0,
00775,,"Azusa Ave and Arrow Hwy N",,  34.107378,-117.907542,,,0,
00776,,"Azusa and Paramount N",,  34.117661,-117.907335,,,0,
00777,,"Azusa Ave and Paramount St S",,  34.118301,-117.907774,,,0,
00778,,"Azusa Ave and Puente Ave N",,  34.083161,-117.907651,,,0,
00779,,"Azusa Ave and Puente Ave S",,  34.082496,-117.907906,,,0,
00780,,"Azusa Ave and Railroad St N",,  34.004439,-117.930028,,,0,
00781,,"Azusa Ave and Railroad St S",,  34.004101,-117.930418,,,0,
00782,,"Azusa Ave and Rowland Ave N",,  34.078897,-117.907656,,,0,
00783,,"Azusa Ave and Rowland Ave S",,  34.079378,-117.907886,,,0,
00784,,"Azusa and San Bernardino N",,  34.089371,-117.907667,,,0,
00787,,"Azusa Ave and S Garvey Ave N",,  34.070329,-117.907625,,,0,
00788,,"Azusa Ave and S Garvey Ave S",,  34.069763,-117.907867,,,0,
00789,,"Azusa Ave and Temple Ave N",,  34.024348,-117.917550,,,0,
00790,,"Azusa Ave and Temple Ave S",,  34.024125,-117.918026,,,0,
00791,,"Azusa Ave and Vine Ave N",,  34.057727,-117.907798,,,0,
00792,,"Azusa Ave and Vine Ave S",,  34.057244,-117.908056,,,0,
00793,,"Azusa Ave and Wing Ln N",,  34.027199,-117.916495,,,0,
00794,,"Azusa Ave and Wing Ln S",,  34.027664,-117.916600,,,0,
00795,,"Azusa Ave and Workman Ave N",,  34.076205,-117.907617,,,0,
00796,,"Azusa Ave and Workman Ave S",,  34.075720,-117.907870,,,0,
00799,,"Covina Blvd and Kimberly Ave",,  34.099477,-117.835668,,,0,
00802,,"Baldwin Park Blvd and Bess Ave E",,  34.063474,-117.985907,,,0,
00803,,"Baldwin Park Blvd and Bess Ave W",,  34.063419,-117.985739,,,0,
00804,,"Baldwin Park Blvd and Nubia St N",,  34.103413,-117.964862,,,0,
00805,,"Baldwin Park Blvd and Nubia St S",,  34.103314,-117.965040,,,0,
00808,,"Baldwin Park Blvd and Los Angeles St S",,  34.091897,-117.965048,,,0,
00809,,"Baldwin Park Blvd and Merced Ave N",,  34.078997,-117.969594,,,0,
00810,,"Baldwin Park Blvd and Olive St N",,  34.099154,-117.964781,,,0,
00811,,"Baldwin Park Blvd and Olive St S",,  34.099808,-117.965018,,,0,
00812,,"Baldwin Park Blvd and Park Shadow Ct E",,  34.088116,-117.964980,,,0,
00816,,"Baldwin Park Blvd and Ramona Blvd S",,  34.085035,-117.964906,,,0,
00817,,"Baldwin Park Blvd and Stewart Ave N",,  34.081538,-117.966905,,,0,
00819,,"Barranca Ave and N Garvey Ave S",,  34.073752,-117.881422,,,0,
00821,,"Barranca Ave and Puente St S",,  34.082144,-117.881437,,,0,
00823,,"Barranca Ave and Rowland Ave N",,  34.078546,-117.881237,,,0,
00825,,"Base Line Rd and Allegany Ct N",,  34.121577,-117.713312,,,0,
00827,,"Base Line Rd and Bonnie Brae Ave S",,  34.121709,-117.711253,,,0,
00829,,"Base Line Rd and Forbes Ave S",,  34.121670,-117.715700,,,0,
00830,,"Base Line Rd and Grand Ave",,  34.121384,-117.874693,,,0,
00831,,"Base Line Rd and Grand Ave",,  34.121523,-117.872996,,,0,
00833,,"Base Line Rd and Edinboro Ave N",,  34.121722,-117.708530,,,0,
00837,,"Beach Blvd and Gregory Ln N",,  33.936435,-117.967721,,,0,
00838,,"Beach Blvd and Gregory Ln S",,  33.936355,-117.968093,,,0,
00839,,"Beach Blvd and La Habra Blvd N",,  33.933500,-117.967702,,,0,
00840,,"Beach Blvd and Whittier Blvd S",,  33.939480,-117.968112,,,0,
00841,,"Bennett Ave and Glendora Ave S",,  34.139648,-117.865698,,,0,
00842,,"Bennett Ave and Grand Ave N",,  34.139749,-117.872340,,,0,
00843,,"Bennett Ave and Vermont Ave N",,  34.139751,-117.866616,,,0,
00845,,"Bennett Ave and Washington Ave S",,  34.139627,-117.869250,,,0,
00847,,"Beverly Dr and Workman Mill Rd N",,  33.997786,-118.054573,,,0,
00848,,"Beverly Blvd and Carley Ave S",,  34.000505,-118.058290,,,0,
00850,,"Bonita Ave and Arrow Hwy W",,  34.106780,-117.818561,,,0,
00851,,"Bonita Ave and B St E",,  34.102425,-117.773523,,,0,
00853,,"Bonita Ave and Berkeley Ave E",,  34.096464,-117.722970,,,0,
00854,,"Bonita Ave and Berkeley Ave W",,  34.096566,-117.723042,,,0,
00855,,"Bonita Ave and Cambridge Ave E",,  34.096320,-117.727093,,,0,
00856,,"Bonita Ave and Cambridge Ave W",,  34.096467,-117.727673,,,0,
00857,,"Bonita Ave and Carnegie Ave E",,  34.096185,-117.732048,,,0,
00858,,"Bonita Ave and Carnegie Ave W",,  34.096317,-117.731839,,,0,
00859,,"Bonita Ave and Cataract Ave E",,  34.106552,-117.811733,,,0,
00860,,"Bonita Ave and Cataract Ave W",,  34.106810,-117.811379,,,0,
00861,,"Bonita Ave and D St E",,  34.101387,-117.769549,,,0,
00862,,"Bonita Ave and D St W",,  34.101805,-117.770737,,,0,
00863,,"Bonita Ave and Damien Ave E",,  34.106216,-117.787913,,,0,
00864,,"Bonita Ave and Damien Ave W",,  34.106602,-117.788695,,,0,
00865,,"Bonita Ave and Eucla Ave E",,  34.106594,-117.815591,,,0,
00866,,"Bonita Ave and Eucla Ave W",,  34.106771,-117.816169,,,0,
00867,,"Bonita Ave and F St E",,  34.100441,-117.765941,,,0,
00868,,"Bonita Ave and F St W",,  34.100700,-117.766429,,,0,
00869,,"Bonita Ave and Thompson Creek Rd E",,  34.097589,-117.754968,,,0,
00870,,"Bonita Ave and Fulton Rd W",,  34.098111,-117.756514,,,0,
00871,,"Bonita Ave and Garey Ave W",,  34.096343,-117.749064,,,0,
00872,,"Bonita Ave and Indian Hill Blvd W",,  34.096677,-117.719891,,,0,
00873,,"Bonita Ave and Park Ave E",,  34.103405,-117.777329,,,0,
00874,,"Bonita Ave and Magnolia Ave W",,  34.103965,-117.778705,,,0,
00875,,"Bonita Ave and San Dimas Ave E",,  34.106616,-117.806679,,,0,
00876,,"Bonita Ave and San Dimas Ave W",,  34.106740,-117.806929,,,0,
00877,,"Bonita Ave and San Dimas Canyon Rd E",,  34.106575,-117.793607,,,0,
00880,,"Bonita Ave and Towne Ave E",,  34.096047,-117.736441,,,0,
00881,,"Bonita Ave and Towne Ave W",,  34.096248,-117.736573,,,0,
00882,,"Bonita Ave and Walnut Ave E",,  34.106579,-117.802503,,,0,
00883,,"Bonita Ave and Walnut Ave W",,  34.106767,-117.803074,,,0,
00884,,"Bonita Ave and White Ave E",,  34.099496,-117.762168,,,0,
00885,,"Bonita Ave and White Ave W",,  34.099781,-117.762960,,,0,
00889,,"Avenida Barbosa and Buena Vista St N",,  34.118310,-117.984223,,,0,
00890,,"Avenida Barbosa and Alpha St S",,  34.117979,-117.984139,,,0,
00891,,"Buena Vista St and Central Ave E",,  34.136151,-117.977680,,,0,
00893,,"Buena Vista St and Duarte Rd S",,  34.131488,-117.977678,,,0,
00894,,"Buena Vista St and Kellwil Way N",,  34.128899,-117.977498,,,0,
00895,,"Buena Vista St and Kellwil Way S",,  34.128482,-117.977649,,,0,
00896,,"Cal State LA E",,  34.062501,-118.168101,,,0,
00897,,"Cal State LA W",,  34.062842,-118.167874,,,0,
00899,,"Cameron Ave and Azusa Ave N",,  34.061014,-117.908157,,,0,
00900,,"Cameron Ave and Azusa Ave S",,  34.061165,-117.907622,,,0,
00906,,"Cameron Ave and Fernwood St N",,  34.061044,-117.911132,,,0,
00907,,"Cameron Ave and Fernwood St S",,  34.061198,-117.911304,,,0,
00911,,"Cameron Ave and Hollenbeck St N",,  34.060965,-117.898669,,,0,
00912,,"Cameron Ave and Hollenbeck St S",,  34.061086,-117.898837,,,0,
00915,,"Cameron Ave and Lark Ellen Ave N",,  34.061105,-117.916969,,,0,
00916,,"Cameron Ave and Lark Ellen Ave S",,  34.061254,-117.917091,,,0,
00919,,"Cameron Ave and Montezuma Wy N",,  34.060909,-117.894357,,,0,
00920,,"Cameron Ave and Montezuma Wy S",,  34.061049,-117.894452,,,0,
00923,,"Cameron Ave and Valinda Ave N",,  34.061182,-117.925085,,,0,
00930,,"Citrus Ave and Armstead Dr N",,  34.118119,-117.890105,,,0,
00931,,"Citrus Ave and Armstead Dr S",,  34.118047,-117.890260,,,0,
00932,,"Citrus Ave and Arrow Hwy N",,  34.106594,-117.890170,,,0,
00934,,"Citrus Ave and Baseline Rd N",,  34.122133,-117.890093,,,0,
00935,,"Citrus Ave and Baseline Rd S",,  34.121666,-117.890246,,,0,
00937,,"Citrus Ave and Cameron Ave N",,  34.061351,-117.890147,,,0,
00938,,"Citrus Ave and Cameron Ave S",,  34.061098,-117.890323,,,0,
00941,,"Citrus Ave and Cortez St N",,  34.064453,-117.890109,,,0,
00942,,"Citrus Ave and Cortez St S",,  34.064678,-117.890254,,,0,
00946,,"Citrus Ave and Cypress St N",,  34.096147,-117.890074,,,0,
00947,,"Citrus Ave and Cypress St S",,  34.095963,-117.890332,,,0,
00951,,"Citrus Ave and Foothill Blvd E",,  34.133067,-117.890069,,,0,
00955,,"Citrus Ave and Gladstone St N",,  34.113835,-117.890134,,,0,
00956,,"Citrus Ave and Gladstone St S",,  34.113736,-117.890299,,,0,
00957,,"Citrus Ave and Laxford Rd N",,  34.109188,-117.890166,,,0,
00958,,"Citrus Ave and Laxford Rd S",,  34.109026,-117.890305,,,0,
00959,,"Citrus Ave and Mauna Loa Ave N",,  34.124925,-117.890053,,,0,
00960,,"Citrus Ave and Mauna Loa Ave S",,  34.124774,-117.890215,,,0,
00961,,"Citrus Ave and Route 66 E",,  34.130022,-117.890179,,,0,
00963,,"Citrus Ave and Route 66 S",,  34.128275,-117.890201,,,0,
00964,,"Citrus Ave and Route 66 W",,  34.130094,-117.889987,,,0,
00966,,"Citrus Ave and Rowland Ave S",,  34.078613,-117.890243,,,0,
00970,,"Citrus Ave and Walnut Creek Pkwy S",,  34.069762,-117.890205,,,0,
00975,,"Claremont Blvd and Arrow Hwy W",,  34.092944,-117.706725,,,0,
